_id,season,user,score,rank,SeasonNumber,returning,previousScore,cumScore,maxScore,scoreChange,monthsPlayed,retentionRate,monthsAFK
60650d1cdf54262f11145d38,2021-04,5f3a3d3992b96049e3056e8d,63108404,173,75,False,63108404,63108404,63108404,0.0,1,False,0
60650d1cdf54262f11145ce7,2021-04,596672618693760a549cd7db,61447442,174,75,False,61447442,61447442,61447442,0.0,1,False,0
60650d1cdf54262f11145eb2,2021-04,54c0de0d33bcf50a41075680,61064266,175,75,False,61064266,61064266,61064266,0.0,1,False,0
60650d1cdf54262f11145e22,2021-04,5ff04093bdad365511397564,60000287,176,75,False,60000287,60000287,60000287,0.0,1,False,0
60650d1cdf54262f11145dbf,2021-04,5b7beb6d49ecd91b39823dad,59019643,177,75,False,59019643,59019643,59019643,0.0,1,False,0
60650d17df54262f11137457,2021-04,5cdadf13d644fe0a3ddd2deb,58758865,178,75,False,58758865,58758865,58758865,0.0,1,False,0
60650d17df54262f11137534,2021-04,58e7737a9f9ea168315bf437,58295987,179,75,False,58295987,58295987,58295987,0.0,1,False,0
60650d17df54262f1113740d,2021-04,5871290d6e3d73034fa39721,58060841,180,75,False,58060841,58060841,58060841,0.0,1,False,0
60650d1cdf54262f11145ca6,2021-04,5bccf678e02f4715ca8f76b9,58010790,181,75,False,58010790,58010790,58010790,0.0,1,False,0
60650d1cdf54262f11145da2,2021-04,57b34e7dc280d95547913395,57743750,182,75,False,57743750,57743750,57743750,0.0,1,False,0
60650d17df54262f11137474,2021-04,5d23c25f3d68a87c69d81bd6,57709548,183,75,False,57709548,57709548,57709548,0.0,1,False,0
60650d1cdf54262f11145d0f,2021-04,594f9e9066235f5268eb4738,57526945,184,75,False,57526945,57526945,57526945,0.0,1,False,0
60650d1cdf54262f11145e9d,2021-04,5771dc736de8714a5fff8aee,57108177,185,75,False,57108177,57108177,57108177,0.0,1,False,0
60650d1cdf54262f11145d67,2021-04,5bca870aa577597b5aa9e470,56874787,186,75,False,56874787,56874787,56874787,0.0,1,False,0
60650d0fdf54262f1111f313,2021-04,576fc44ac7eeb90a06849351,56579839,187,75,False,56579839,56579839,56579839,0.0,1,False,0
60650d1cdf54262f11146077,2021-04,585de4a4badd410834170ee9,55976325,188,75,False,55976325,55976325,55976325,0.0,1,False,0
60650d0fdf54262f11121397,2021-04,5ef6286a1f108d7e4ac043e5,55869048,189,75,False,55869048,55869048,55869048,0.0,1,False,0
60650d1cdf54262f11145d9b,2021-04,576cccb0c729f0674fbae217,55025230,190,75,False,55025230,55025230,55025230,0.0,1,False,0
60650d1cdf54262f11145e65,2021-04,59377ffcf604024177539750,54223282,191,75,False,54223282,54223282,54223282,0.0,1,False,0
60650d13df54262f1112a368,2021-04,588b73dd4b9e9fe43a3e1077,53304203,192,75,False,53304203,53304203,53304203,0.0,1,False,0
60650d1cdf54262f11145d1f,2021-04,5f47e553536922b0fa7215d3,52532209,193,75,False,52532209,52532209,52532209,0.0,1,False,0
60650d0fdf54262f1111f3fe,2021-04,5862eeeec04c074e4f17224f,52373437,194,75,False,52373437,52373437,52373437,0.0,1,False,0
60650d1cdf54262f11145d0c,2021-04,59b4b2af4cdc38032755c460,52311439,195,75,False,52311439,52311439,52311439,0.0,1,False,0
60650d0fdf54262f1111f17a,2021-04,5c58b9fb58db18440fa95dd6,52269741,196,75,False,52269741,52269741,52269741,0.0,1,False,0
60650d1cdf54262f11145d3e,2021-04,5ca78166fbe4705aadfeb198,51450914,197,75,False,51450914,51450914,51450914,0.0,1,False,0
60650d1cdf54262f11145d32,2021-04,5e94553389136675eeda13e3,50097317,198,75,False,50097317,50097317,50097317,0.0,1,False,0
60650d1cdf54262f11145ca3,2021-04,5dcec4135ed29275162228aa,50092975,199,75,False,50092975,50092975,50092975,0.0,1,False,0
60650d0fdf54262f1111f4d4,2021-04,5e88cf9d6dac3c36d55f8d8b,49945572,200,75,False,49945572,49945572,49945572,0.0,1,False,0
60650d0fdf54262f1111f184,2021-04,57e07900adafdf710cbfc470,48271016,201,75,False,48271016,48271016,48271016,0.0,1,False,0
