_id,season,user,score,rank
60650d0fdf54262f1111f2c4,2021-04,54d2ea2c9facf3600348e042,200453730,48
60650d0fdf54262f1111f48d,2021-04,5832e9fe2873dc77620c089c,196463157,49
60650d17df54262f111373c2,2021-04,5894004dd35fdcfa5afcbb14,195600100,50
60650d13df54262f1112a241,2021-04,59b0098087b4836b6642d893,194081351,51
60650d13df54262f1112a272,2021-04,5bcfcb1436a67f05217c7d01,188590010,52
60650d17df54262f111373da,2021-04,58e420169f9ea16831586c7e,186117098,53
60650d0fdf54262f1111f17d,2021-04,576be5baa5b6db107d492d29,186016884,54
60650d0fdf54262f1111f1ff,2021-04,5aaf6b7378ce6a7a35a7255b,185978685,55
60650d0fdf54262f1111f1d8,2021-04,577bd87147c3ef7031adce68,185485077,56
60650d17df54262f1113742b,2021-04,5ca6d4fe163e721c1dbbad87,183720897,57
60650d1cdf54262f11145cbc,2021-04,5773fb88efd3405c4bb331a5,182119751,58
60650d13df54262f1112a22d,2021-04,58f6c6386ebc90ee02f174a5,180249111,59
60650d0fdf54262f1111f23a,2021-04,57fc329da59532b2194ae644,178146086,60
60650d17df54262f11137442,2021-04,598d908641d70d5a4845c623,176971065,61
60650d0fdf54262f1111f18d,2021-04,59e2d7e4e4f12f75e3741985,173681428,62
60650d1cdf54262f11145c9e,2021-04,5ce9e351c9c72943436ca103,172649829,63
60650d0fdf54262f1111f1a1,2021-04,5bcb3006e62bfc2d5313967d,172509078,64
60650d17df54262f111373c5,2021-04,55605a6654db1fa952de8d90,169636062,65
60650d0fdf54262f1111f2e6,2021-04,5b641b26ac5b3259747aaf4f,167131079,66
60650d13df54262f1112a244,2021-04,5aa7f55a9c1a4a02a398c0dc,166830092,67
60650d0fdf54262f1111f230,2021-04,57776bbe4686e00c62027fbf,165908289,68
60650d0fdf54262f1111f1a4,2021-04,577c0d2347c3ef7031ae1212,163769565,69
60650d0fdf54262f1111f203,2021-04,5a7df4bb0dc67040d934cafd,161179273,70
60650d1cdf54262f11145f6c,2021-04,5845ad47b14a695e0d8df6e6,159394356,71
60650d17df54262f111373bc,2021-04,57cde56b2deaa15c528597ac,154309094,72
60650d13df54262f1112a2da,2021-04,5ebd2e1fd4b48053216f1c1b,152489614,73
60650d0fdf54262f1111f218,2021-04,5928c387f604024177457eae,150802801,74
60650d17df54262f111373ae,2021-04,558405b13c6725802fd39bd9,150151730,75
60650d0fdf54262f1111f183,2021-04,578aa3883fd9069e6b56c901,149748843,76
60650d0fdf54262f1111f1c2,2021-04,59034e1eb10571061cf66d13,147214643,77
60650d13df54262f1112a232,2021-04,584c81aab14a695e0d96f0be,146585850,78
60650d17df54262f111373ef,2021-04,589f5265d25357e8253e3ee8,143772632,79
60650d17df54262f111373fb,2021-04,58c6e6b7ddc5f2790254a787,141537899,80
60650d1cdf54262f11146024,2021-04,5ca60c31b69e3e6263dc5c7e,140744762,81
60650d13df54262f1112a23e,2021-04,5a2ef7f2ff1b706023341e9b,138475424,82
60650d0fdf54262f1111f20e,2021-04,5c6e26b3c12b132630d6ebcb,136894910,83
60650d13df54262f1112a25e,2021-04,5a6918410b50df6b1f70deed,134922519,84
60650d13df54262f1112a260,2021-04,583470db562492df04a5f123,134612735,85
60650d17df54262f111373fa,2021-04,5a7751884418342963eb7053,134252355,86
60650d0fdf54262f1111f215,2021-04,58e94db39f9ea168315df842,132266236,87
60650d0fdf54262f1111f17c,2021-04,5ce322db6e6d821ae0593356,132037037,88
60650d0fdf54262f1111f1b3,2021-04,5872d60ff40a21661a16101e,131684674,89
60650d13df54262f1112a257,2021-04,55c519884e53bdcf4dcdb8c4,130512541,90
60650d0fdf54262f1111f24e,2021-04,576b572e366187105908ad57,129532272,91
60650d13df54262f1112a281,2021-04,57e6eea6adafdf710cc771ea,128762835,92
60650d17df54262f111374e8,2021-04,5e8b8a138d8d8416ad57f9f3,126646092,93
60650d0fdf54262f1111f23e,2021-04,5c9108af9979ab091ec351b3,120837691,94
60650d13df54262f1112a245,2021-04,589f6131d25357e8253e52be,120778995,95
60650d17df54262f11137461,2021-04,5e9d46b48913661e62dadb3e,120379068,96
60650d1cdf54262f11145d0b,2021-04,5ec944cb44ee670172a26d9f,117804795,97
60650d13df54262f1112a23b,2021-04,57e6b19badafdf710cc721d7,114692918,98
60650d17df54262f111373dd,2021-04,5569aa587401fd4155440afa,113445166,99
60650d13df54262f1112a271,2021-04,54c061dd33bcf50a41065f10,113221054,100
60650d1cdf54262f11145f96,2021-04,58309c8a2873dc77620875d5,113059835,101
60650d0fdf54262f1111f20b,2021-04,58e189f99f9ea1683155a070,112276185,102
60650d17df54262f11137434,2021-04,5c9e13f0363a314f3abec8e9,111500266,103
60650d1cdf54262f11146033,2021-04,5dd337f54297b4c0aa0bb485,110460981,104
60650d1cdf54262f11146052,2021-04,5ce4c81712ad3c7693fe0a98,110310389,105
60650d17df54262f111373e3,2021-04,59a23e679191fd5b5533278a,109293676,106
60650d13df54262f1112a23a,2021-04,58a26f3dd25357e825423cbe,108946911,107
60650d17df54262f1113742e,2021-04,5b78e3c7f79358042e76ff2a,108354901,108
60650d13df54262f1112a2aa,2021-04,576db75fbe1cccb44b18c882,107858384,109
60650d17df54262f111373ce,2021-04,598632e98c023420157b49c7,106941813,110
60650d0fdf54262f1111f1f3,2021-04,57633d22958d3ffe18e00e1f,106639469,111
60650d0fdf54262f1111f21c,2021-04,592068899326098f41a5670d,103933999,112
60650d0fdf54262f1111f22d,2021-04,576978d04673b865097b5b59,103644660,113
60650d0fdf54262f1111f265,2021-04,5e3e7346c71c6f2ac76f7657,100868923,114
60650d13df54262f1112a26b,2021-04,57933c5e42d32822203f690f,100621583,115
60650d0fdf54262f1111f2fa,2021-04,5da6d94ad50dfaa38d2f93d1,97463656,116
60650d17df54262f111373c0,2021-04,5a59c830e6ea212df8ae626d,96900011,117
60650d1cdf54262f11145d3a,2021-04,5ca9fe96c2faea779f3309e7,96022100,118
60650d13df54262f1112a280,2021-04,5a3ce5381a344840ea047603,95921458,119
60650d0fdf54262f1111f280,2021-04,578f45823374ca4e1c842091,95365815,120
60650d0fdf54262f1111f16a,2021-04,57e26c86adafdf710cc1d9d5,95114692,121
60650d18df54262f11138df1,2021-04,591b7b439326098f41a0943c,94406140,122
60650d1cdf54262f11145de9,2021-04,5f5da9629ffefe4f2ffccbc1,94343394,123
60650d17df54262f111373b4,2021-04,5b2bf8520b45d1140241203d,92448873,124
60650d1cdf54262f1114610f,2021-04,58248e943c5a59532074166c,91778217,125
60650d1cdf54262f11145c9c,2021-04,5e2c3925be0a853e73edf1d9,90648855,126
60650d13df54262f1112a2ba,2021-04,5866db8ac04c074e4f1adf24,89383412,127
60650d17df54262f1113749b,2021-04,58e517b79f9ea1683159793c,89370575,128
60650d1cdf54262f11145ce6,2021-04,5fc74b1bb0eb423184b22c94,89329297,129
60650d1cdf54262f11145da1,2021-04,5dd007f94297b4694e0b7a68,89182377,130
60650d17df54262f1113747e,2021-04,5d4d8ab068d0d85eed186615,88325901,131
60650d13df54262f1112a23c,2021-04,5919b6739326098f419eaa20,86983225,132
60650d1cdf54262f11145e56,2021-04,5cf0ecba455da11dab68a4b1,86774525,133
60650d1cdf54262f11145cbf,2021-04,5ecaf80e44ee67dc8ba29a8a,86570203,134
60650d13df54262f1112a27f,2021-04,5acb2b1c1ff47d56215eb4dc,86403704,135
60650d13df54262f1112a256,2021-04,58cd70a49f9ea168313e82a0,84251310,136
60650d17df54262f111373bb,2021-04,5b2ca43f632a941b6a9967ea,83294399,137
60650d1edf54262f1114abb6,2021-04,5fc07f6f1cb8a6db5851844b,82648898,138
60650d0fdf54262f1111f524,2021-04,583a75fd5264786f08958325,82589399,139
60650d0fdf54262f1111f1b2,2021-04,576b8f8aa5b6db107d48fdbd,82148171,140
60650d1cdf54262f111467e6,2021-04,5fc46c685a6fa606c26461a7,81131285,141
60650d1cdf54262f11146176,2021-04,600444b2bb4fcba2ff318577,81095199,142
60650d1cdf54262f11145cbd,2021-04,5dd8dfaad67b8370abfd68aa,81014945,143
60650d0fdf54262f1111f193,2021-04,5dae29adf0ecd0425a081245,79180783,144
60650d0fdf54262f1111f256,2021-04,592df6d9f6040241774998b4,79041496,145
60650d0fdf54262f1111f1c4,2021-04,58c25410ddc5f279024ef0de,78797648,146
60650d18df54262f111384b8,2021-04,5c988bdadc3fd03a38840f16,77439569,147
60650d0fdf54262f1111f2f4,2021-04,5ba4aa669fc1f31f7c8f0809,76669157,148
60650d13df54262f1112a221,2021-04,5a50b0ee5691ac431886e8d6,76438658,149
60650d0fdf54262f1111f1cc,2021-04,58385482465957f661f23be7,75661266,150
60650d0fdf54262f1111f315,2021-04,58cf64999f9ea1683140afe6,74898697,151
60650d17df54262f111373f8,2021-04,582ca0721351e5743bf022e8,74254869,152
60650d17df54262f111373be,2021-04,5f57d335bf895ac655448144,73474511,153
60650d1cdf54262f11145e48,2021-04,5f7acfe690ee6bc2dea608b5,73348779,154
60650d13df54262f1112a2f3,2021-04,583866785264786f0892819e,72788450,155
60650d17df54262f111373f2,2021-04,5ae294e7887037563ae64098,72435655,156
60650d0fdf54262f111216a7,2021-04,5da4f7f77e87d65e66b5dcc8,71707178,157
60650d1cdf54262f11145eea,2021-04,5e6d6d175ff0a26fe2edb1a7,71515745,158
60650d1cdf54262f11145d5a,2021-04,55cb68220d1e8ac27de98fe6,71224878,159
60650d17df54262f111373ca,2021-04,57b35306c280d955479138c5,71138530,160
60650d17df54262f1113743a,2021-04,595d14d08d05b87f33a7e33a,70072404,161
60650d1cdf54262f11145d33,2021-04,5f17feb7373d81277b5f3208,69357464,162
60650e7edf54262f115b51c9,2021-04,5f7b19ca0a16d503d6781bbb,65968874,163
60650d0fdf54262f1111f194,2021-04,5788ac443fd9069e6b54c8df,65719475,164
60650d0fdf54262f1111f239,2021-04,5af806515701510ff8515904,65312668,165
60650d0fdf54262f1111f1c6,2021-04,5b2c29bf964a7c1470106ccc,65259845,166
60650d1cdf54262f11145f2b,2021-04,5c2749900c47194eec5e3d60,64799757,167
60650d0fdf54262f1111f419,2021-04,5e0cb413be0a8522cbe8c7c3,64423558,168
60650d0fdf54262f1111f16c,2021-04,5776c806cbfed0401e97c343,64124226,169
60650d17df54262f111373fd,2021-04,582fb3cbe7bdc06d35f31745,63956161,170
60650d1cdf54262f11145ca4,2021-04,582d76271351e5743bf12456,63767404,171
60650d1cdf54262f11145cd8,2021-04,5adcb3ed95df1944cc90e364,63366240,172
60650d1cdf54262f11145d38,2021-04,5f3a3d3992b96049e3056e8d,63108404,173
60650d1cdf54262f11145ce7,2021-04,596672618693760a549cd7db,61447442,174
60650d1cdf54262f11145eb2,2021-04,54c0de0d33bcf50a41075680,61064266,175
60650d1cdf54262f11145e22,2021-04,5ff04093bdad365511397564,60000287,176
60650d1cdf54262f11145dbf,2021-04,5b7beb6d49ecd91b39823dad,59019643,177
60650d17df54262f11137457,2021-04,5cdadf13d644fe0a3ddd2deb,58758865,178
60650d17df54262f11137534,2021-04,58e7737a9f9ea168315bf437,58295987,179
60650d17df54262f1113740d,2021-04,5871290d6e3d73034fa39721,58060841,180
60650d1cdf54262f11145ca6,2021-04,5bccf678e02f4715ca8f76b9,58010790,181
60650d1cdf54262f11145da2,2021-04,57b34e7dc280d95547913395,57743750,182
60650d17df54262f11137474,2021-04,5d23c25f3d68a87c69d81bd6,57709548,183
60650d1cdf54262f11145d0f,2021-04,594f9e9066235f5268eb4738,57526945,184
60650d1cdf54262f11145e9d,2021-04,5771dc736de8714a5fff8aee,57108177,185
60650d1cdf54262f11145d67,2021-04,5bca870aa577597b5aa9e470,56874787,186
60650d0fdf54262f1111f313,2021-04,576fc44ac7eeb90a06849351,56579839,187
60650d1cdf54262f11146077,2021-04,585de4a4badd410834170ee9,55976325,188
60650d0fdf54262f11121397,2021-04,5ef6286a1f108d7e4ac043e5,55869048,189
60650d1cdf54262f11145d9b,2021-04,576cccb0c729f0674fbae217,55025230,190
60650d1cdf54262f11145e65,2021-04,59377ffcf604024177539750,54223282,191
60650d13df54262f1112a368,2021-04,588b73dd4b9e9fe43a3e1077,53304203,192
60650d1cdf54262f11145d1f,2021-04,5f47e553536922b0fa7215d3,52532209,193
60650d0fdf54262f1111f3fe,2021-04,5862eeeec04c074e4f17224f,52373437,194
60650d1cdf54262f11145d0c,2021-04,59b4b2af4cdc38032755c460,52311439,195
60650d0fdf54262f1111f17a,2021-04,5c58b9fb58db18440fa95dd6,52269741,196
60650d1cdf54262f11145d3e,2021-04,5ca78166fbe4705aadfeb198,51450914,197
60650d1cdf54262f11145d32,2021-04,5e94553389136675eeda13e3,50097317,198
60650d1cdf54262f11145ca3,2021-04,5dcec4135ed29275162228aa,50092975,199
60650d0fdf54262f1111f4d4,2021-04,5e88cf9d6dac3c36d55f8d8b,49945572,200
60650d0fdf54262f1111f184,2021-04,57e07900adafdf710cbfc470,48271016,201
60650d1cdf54262f11145da7,2021-04,59b84dd748447e4c2a478bed,47846925,202
60650d1cdf54262f11145ccd,2021-04,5a28bb2827a7905b5543c422,47296109,203
60650d17df54262f1113746a,2021-04,5f6946c2b6e9586cdf0e79a8,46413159,204
60650d0fdf54262f1111f1ca,2021-04,561e4d4645f3f7244a7622e8,46333376,205
60650d1cdf54262f11145f0b,2021-04,5f57ffeb9ae9c06a3e32121f,46144149,206
60650d1cdf54262f11145e8b,2021-04,5f57ff939ae9c012c1321213,45843343,207
60650d13df54262f1112c2d0,2021-04,585f0bc0badd410834182eae,45786158,208
60650d1cdf54262f111461f4,2021-04,5fc5ef309bb988d7d2c9d12d,45744766,209
60650d1cdf54262f11145d4c,2021-04,5bdca6252db1483a34943672,45537064,210
60650d1cdf54262f111462c3,2021-04,5ca8c2777d25d566d37a779d,45357011,211
60650d13df54262f1112a363,2021-04,578ce1f20c984f9677d72ddb,45315123,212
60650d1cdf54262f11145cb8,2021-04,5dddd502a5ddb66882beb479,45118171,213
60650d1cdf54262f11146300,2021-04,5dae93298cf7c402af7ce749,45084792,214
60650d0fdf54262f1111f39c,2021-04,5854ef20d03d397b1e00f4b6,45023406,215
60650d1cdf54262f11145f4a,2021-04,58d5274d9f9ea16831473972,44088590,216
60650d1cdf54262f11145e12,2021-04,5de2630758c184d1429277f5,43492844,217
60650d17df54262f111373a7,2021-04,5839edb35264786f0894aaa4,43311417,218
60650d17df54262f111375c3,2021-04,5785fbeda85a335e27fb0401,42932561,219
60650d13df54262f1112a23d,2021-04,586fc8bada857f066048a25d,42857035,220
60650d3bdf54262f111a10bb,2021-04,58654484c04c074e4f194b9d,42505717,221
60650d0fdf54262f1111f190,2021-04,5773d1e5efd3405c4bb30ad7,42350729,222
60650d1cdf54262f11145fd4,2021-04,5de994c7ad2e8d3d72d1d6d2,42276788,223
60650d17df54262f111373d2,2021-04,5b3f6e71a765b94093fb2739,41934451,224
60650d13df54262f1112a391,2021-04,5b0b8b687ad2ce5262c22914,41909828,225
60650d1cdf54262f11145d55,2021-04,5f5cc3a59ffefe8b7afca6f5,41829457,226
60650d18df54262f11138485,2021-04,55e0da7d1989c9327f745e0f,41713573,227
60650d13df54262f1112a23f,2021-04,5a8727b11180a91f49afd744,41606461,228
60650d0fdf54262f1111f199,2021-04,58457504b14a695e0d8da88e,41432537,229
60650d17df54262f1113744d,2021-04,5db34720f4d6246b179e01e4,41416464,230
60650d17df54262f11137455,2021-04,5ec4645ce95aff3672394eaa,41394166,231
60650d13df54262f1112a2c8,2021-04,595166ce1006237e0a2fe348,41244398,232
60650d1cdf54262f11145e3a,2021-04,58376968465957f661f10b7e,41183022,233
60650d1cdf54262f11145ce8,2021-04,5fc0982b8e5cdbf4b3889bef,41151545,234
60650d1cdf54262f111462bc,2021-04,5fb10873afeb80b35d992f57,41123954,235
60650d0fdf54262f1111f301,2021-04,580b24287d3b44a50ad72404,40814616,236
60650d17df54262f11137437,2021-04,56344d228dd671115b8f5b97,40712619,237
60650d1cdf54262f11146132,2021-04,5d8b3c27e3910f3b070d9428,40116650,238
60650d1cdf54262f11145d02,2021-04,5dc244ed887524013df8dd37,39688813,239
60650d1cdf54262f11145cb9,2021-04,5bc807d4bd1f415eee0fb16c,39484942,240
60650d17df54262f11137505,2021-04,5c1db5530e9c8b3eda3198f6,38652030,241
60650d17df54262f11137440,2021-04,586bec10c04c074e4f21d433,37686885,242
60650d1cdf54262f11145e23,2021-04,5b4146dede43121b74b412f7,36957997,243
60650d0fdf54262f1111f252,2021-04,58cd3e5a9f9ea168313e4b72,36535212,244
60650d0fdf54262f1111f25f,2021-04,58685c9cc04c074e4f1c6a1d,36520302,245
60650d1cdf54262f11146629,2021-04,60301adfbe001e6219601a04,36436531,246
60650d1cdf54262f11145ccc,2021-04,5871b105f40a21661a1428d1,36283212,247
60650d13df54262f1112b17e,2021-04,576d49e04a4f2e6013ac6798,36138069,248
60650d1cdf54262f11145e85,2021-04,5d3fc75ef8601a1557a3b614,35904392,249
60650d1cdf54262f11145e20,2021-04,5af07c374cb1a47bd237a238,35806563,250
60650d14df54262f1112ed4e,2021-04,5b5a0f022927634e1fd6d877,35491639,251
60650d0fdf54262f1111f1aa,2021-04,55c91dc66e36d62a6167e1b5,35070116,252
60650d1cdf54262f11145d85,2021-04,5c145ff02a58a66e8ace6636,34984055,253
60650d13df54262f1112a3ec,2021-04,5a7f2df33ac79866845d886e,34961670,254
60650d1cdf54262f11145e73,2021-04,5fcb16893259c27cbee78fb9,34876500,255
60650d17df54262f11137499,2021-04,5a687b0fdc3f636329485a72,34849336,256
60650d1cdf54262f11145c92,2021-04,5c69880f11e29875e2053d9c,34533068,257
60650d0fdf54262f1111f197,2021-04,564a8d7b51a588dc0516f289,33679601,258
60650d17df54262f111374c6,2021-04,5c9a97d15a5fde380b9f1792,33549819,259
60650d1cdf54262f11145dea,2021-04,5910ab7efee9bd221922b016,33526898,260
60650d1cdf54262f111460a5,2021-04,588cf2334b9e9fe43a405298,33492051,261
60650d17df54262f1113753b,2021-04,5ce676f7d02228051cd93249,33475189,262
60650d1cdf54262f11145f06,2021-04,5c1c78fc631fa436dcc5839a,33241166,263
60650d17df54262f111374dd,2021-04,5fa1abb5b8ffe5acfbd67725,32832970,264
60650d1cdf54262f11145df2,2021-04,5fd948cc4c26cb5a5b84b50b,32424842,265
60650d17df54262f111374a5,2021-04,5acf5ee0d3d69679546331cb,32065390,266
60650d1cdf54262f11145e1e,2021-04,600cd850a6ad8cca6755803d,31536793,267
60650d1cdf54262f11146226,2021-04,59fe17eab2c99b661227bc8c,31257954,268
60650d1cdf54262f11145d3b,2021-04,5e34470961b5bfadc166e6c9,31165443,269
60650d0fdf54262f1111f2bc,2021-04,577d75090e4bc40960939200,30897924,270
60650d1cdf54262f111462a2,2021-04,5a086ad7a8eef94cd0ebf034,30805334,271
60650d1cdf54262f1114604f,2021-04,5f67204cc8c4f2043f7915e3,30753063,272
60650d1cdf54262f11145e58,2021-04,5fc0a8051cb8a66a61518648,30701205,273
60650d13df54262f1112a235,2021-04,57b08699c280d955478e1518,30634965,274
60650d17df54262f11137525,2021-04,592c0e29f60402417748334d,30254585,275
60650d1cdf54262f11145f5a,2021-04,577a8d452fe3a52e25d92873,30190520,276
60650d13df54262f1112a320,2021-04,5cd2329f2f7ef93ac4a66dc1,29947950,277
60650d1cdf54262f1114609e,2021-04,58e1c8b99f9ea1683155e1a3,29923921,278
60650d1cdf54262f11145dd4,2021-04,5f6db840b3798b7f244aaa32,29642537,279
60650d0fdf54262f1111f246,2021-04,5ae4b81c96b8566c3017df4f,29246733,280
60650d1cdf54262f1114601c,2021-04,5da988e27e8c2946f31e8404,29177458,281
60650d1cdf54262f11145d23,2021-04,5ce78fe99e2444645d770ce3,29090873,282
60650d1cdf54262f11145d4d,2021-04,5fdc8dc08398b62c5865b992,29051973,283
60650d1cdf54262f11145d74,2021-04,5fad99ad62a2a665842f38a3,29026785,284
60650d17df54262f11137409,2021-04,54dddef89facf360034a5786,28793522,285
60650d0fdf54262f1111f1da,2021-04,58701f9cda857f06604915a5,28744710,286
60650d1cdf54262f11146196,2021-04,5fe7789940d7181bb071b92a,28635705,287
60650d1cdf54262f11145ffc,2021-04,5fc615cd8892ed7327e91eb7,28487315,288
60650d13df54262f1112a24b,2021-04,57af787ab03bc74f2ed8f5ee,28331942,289
60650d1cdf54262f1114610b,2021-04,5866525ec04c074e4f1a5df2,28323269,290
60650d1cdf54262f11145ed5,2021-04,5fdf77888398b67384668006,28204908,291
60650d17df54262f111375a2,2021-04,59e3511f0078dd70356dbcfd,28131618,292
60650d17df54262f111373b0,2021-04,5919fc669326098f419ef20f,28022857,293
60650d1cdf54262f11146245,2021-04,60486a523db96fee29800943,27986078,294
606516dadf54262f1108b051,2021-04,57d5f12d81f97d800c754330,27807680,295
60650d1cdf54262f11145dc2,2021-04,5844967cb14a695e0d8c8039,27743730,296
60650d1cdf54262f11146175,2021-04,5c974e71826e6c550f345fe3,27487199,297
60650d1cdf54262f11145d13,2021-04,5f6e0b8e5d501d9e47450753,27478210,298
60650d1cdf54262f11145f88,2021-04,5d13ea10c3c5c743d4753c47,27336616,299
60650d1cdf54262f11145e41,2021-04,60275aeb8b74ab2df761cbb3,27319332,300
60650d17df54262f111373c4,2021-04,58fcff98b10571061ced3fad,27163432,301
60650d1cdf54262f111460a7,2021-04,5fe95cbb4d2c6a0d5557bf6d,27127062,302
60650d13df54262f1112a247,2021-04,576c9758c729f0674fbab931,27073784,303
60650d1cdf54262f11145d89,2021-04,5fd02043dcc3f9dce3c3b2e4,27063134,304
60650d17df54262f111375a1,2021-04,5903e7f6b10571061cf72aac,27051719,305
60650d1cdf54262f111466f3,2021-04,576b7dce366187105908c05f,27027794,306
60650d1cdf54262f11146758,2021-04,6038f989e731a87428700b4f,26628057,307
60650deedf54262f113e657b,2021-04,5ebf88aba18b77dbf8e43816,26550810,308
60650d1cdf54262f11146081,2021-04,55d1acbebbc786b40f59e996,26417320,309
60650d1cdf54262f11146324,2021-04,56dd58b012162c1c122ae3f9,26365089,310
60650d0fdf54262f1111f2b1,2021-04,5bc5754cedc3a367f3e58725,26119350,311
60650d1cdf54262f11145f11,2021-04,5feb0d89fd8d20f4d26d318a,25983170,312
60650d17df54262f111373c9,2021-04,58671ab8c04c074e4f1b2cc1,25893715,313
60650d17df54262f111374f6,2021-04,5d1befb15d103e64e659e343,25858065,314
60650d1cdf54262f11146273,2021-04,5fe3a8ac76b8267eac623d01,25785375,315
60650d1cdf54262f111460a8,2021-04,583d1c57445866cb4ad1869f,25595641,316
60650d0fdf54262f1111f2ec,2021-04,55c4e3147cd79116190a8172,25521500,317
60650d1cdf54262f11145ddd,2021-04,5c9a481c58ac51018a5c24ef,25315463,318
60650d1cdf54262f111462cd,2021-04,5b3188668181293d87afd36f,25195475,319
60650d1cdf54262f11145c89,2021-04,5c28e33a3db793696013464a,24634391,320
60650d13df54262f1112ab2d,2021-04,5830402be7bdc06d35f3d4fd,24536705,321
60650d13df54262f1112a242,2021-04,57bfd021fe945e772e22d522,24400414,322
60650d1cdf54262f11145cde,2021-04,5fde3c87ccdbca8a89f080e4,24028680,323
60650d17df54262f111375af,2021-04,5bc5086b33cf6366ec219821,23920973,324
60650d1cdf54262f11145d6c,2021-04,58dc0aa29f9ea168314f7435,23913370,325
60650d1cdf54262f11145fbd,2021-04,5ff04749bdad36ecab39771c,23868951,326
60650d1cdf54262f11146113,2021-04,5c9e13e6d6c56a4da54f9fc8,23856517,327
60650d0fdf54262f1111f1d5,2021-04,5829a6b17a85429b7a3c77a9,23821259,328
60650d1ddf54262f11146b76,2021-04,58501ea68eca178647c43b4c,23634339,329
60650d1cdf54262f11145f79,2021-04,603cf70faff08d533d5f0d5e,23625952,330
60650d1cdf54262f11145d82,2021-04,58794b7545e190b55437d885,23559513,331
